sequenceID	source.name	full_name	Species	Serotype
PC055268	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055270	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055273	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055274	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055275	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC055276	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC055315	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055316	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055318	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PC055320	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PC055323	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055324	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055364	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055365	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055368	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055369	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055370	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055371	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055373	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055375	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055376	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055378	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PC055379	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PC055380	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055381	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC055382	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055383	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC055419	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PC058392	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC221109	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PC221120	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
PC221132	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
PC221133	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC221150	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
PC221153	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
PC221157	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
PC221161	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC221162	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC221338	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PC237309	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC240533	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PC240544	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
PC240556	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
PC240557	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC240574	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
PC240577	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
PC240581	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
PC240585	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC240586	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC240762	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PC298176	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV8
PC298182	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298183	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298184	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298189	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298190	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC298191	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC298192	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298193	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298194	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298195	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298198	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298199	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298200	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298203	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298204	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298205	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298206	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298207	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298208	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298209	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298211	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298212	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298213	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298214	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298220	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PC298221	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298222	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298223	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298225	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298228	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298229	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298230	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC298231	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PC298270	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298271	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298273	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PC298275	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PC298278	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298279	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298291	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298294	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298295	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298296	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298297	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298299	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298301	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298302	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298304	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PC298305	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PC298306	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298307	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PC298308	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298309	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298341	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
PC298346	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PC298347	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PC298348	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
PC298349	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
PC298361	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
PC298363	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
PC298366	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
PC298370	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
PC298372	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC298373	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PC298433	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PC298472	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298473	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298503	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298504	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298505	ncbi-nuccore-aav	Adeno-associated virus	-	-
PC298506	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE008384	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100567	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
PE100568	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV8
PE100573	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PE100574	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PE100580	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100581	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100583	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
PE100585	ncbi-nuccore-aav	Adeno-associated virus 3B	DependoA	AAV3
PE100597	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
PE100598	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100601	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100602	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PE100603	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PE100604	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100605	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100606	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100607	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100610	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100611	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100615	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
PE100618	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
PE100622	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
PE100626	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PE100627	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PE100630	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100631	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100632	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100633	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100634	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100635	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100636	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100637	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100638	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100639	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100642	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100643	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100649	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PE100650	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100651	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100652	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100654	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100657	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100658	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100659	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PE100660	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV10
PE100699	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100700	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100702	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PE100704	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV2
PE100707	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100708	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100748	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100749	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100752	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100753	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100754	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100755	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100757	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100759	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100760	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100762	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PE100763	ncbi-nuccore-aav	Adeno-associated virus	DependoA	AAV11
PE100764	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100765	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PE100766	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100767	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE100803	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PE315752	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315753	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315754	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315755	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315756	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315757	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315758	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315759	ncbi-nuccore-aav	Adeno-associated virus	-	-
PE315760	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315761	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315762	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315763	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315764	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315770	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315771	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315772	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315773	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315774	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315775	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315776	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315777	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315778	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315779	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315782	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315783	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315784	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315785	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315786	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315787	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315788	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315789	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315790	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315791	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315792	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315793	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315794	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315795	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE315796	ncbi-nuccore-aav	adeno-associated virus 2	-	-
PE468513	ncbi-nuccore-aav	Adeno-associated virus - 1	DependoA	AAV1
PE468519	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PE468520	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
PE468529	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
PE468531	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
PE468543	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
PE468561	ncbi-nuccore-aav	Adeno-associated virus - 6	DependoA	AAV6
PE468564	ncbi-nuccore-aav	adeno-associated virus 7	DependoA	AAV7
PE468568	ncbi-nuccore-aav	adeno-associated virus 8	DependoA	AAV8
PE468572	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PE468573	ncbi-nuccore-aav	Adeno-associated virus 9	DependoA	AAV9
PE468749	ncbi-nuccore-aav	Bovine adeno-associated virus	DependoB	BAAV
PF121046	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PF122936	ncbi-nuccore-aav	Adeno-associated virus	DependoA	-
PP098970	ncbi-nuccore-aav	Adeno-associated virus	-	-
PP098971	ncbi-nuccore-aav	Adeno-associated virus	-	-
PP621512	ncbi-nuccore-aav	adeno-associated virus 2	DependoA	AAV2
U48704	ncbi-nuccore-aav	Adeno-associated virus - 3	DependoA	AAV3
U89790	ncbi-nuccore-aav	Adeno-associated virus - 4	DependoA	AAV4
Y18065	ncbi-nuccore-aav	adeno-associated virus 5	DependoB	AAV5
AH002306	ncbi-nuccore-aav-short	Adeno-associated virus 2H	DependoA	AAV2
AH002785	ncbi-nuccore-aav-short	adeno-associated virus 2	-	-
AX286293	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX344105	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX355846	ncbi-nuccore-aav-short	adeno-associated virus 2	-	-
AX384518	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV6
AX398302	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
AX398303	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX398304	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496931	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496933	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496935	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
AX496937	ncbi-nuccore-aav-short	Adeno-associated virus 3B	DependoA	AAV3
AX496939	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
AX496941	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
AX496943	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
AX496945	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496947	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496949	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX496951	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
AX496953	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703440	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703442	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703444	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
AX703446	ncbi-nuccore-aav-short	Adeno-associated virus 3B	DependoA	AAV3
AX703448	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
AX703450	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
AX703452	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
AX703454	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703456	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703458	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX703460	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
AX703462	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720880	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720882	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720884	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
AX720886	ncbi-nuccore-aav-short	Adeno-associated virus 3B	DependoA	AAV3
AX720888	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
AX720890	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
AX720892	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
AX720894	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720896	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720898	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX720900	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
AX720902	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX753362	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
AX753363	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
AX753364	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
AX925269	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925271	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925273	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
AX925275	ncbi-nuccore-aav-short	Adeno-associated virus 3B	DependoA	AAV3
AX925277	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
AX925279	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
AX925281	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
AX925283	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925285	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925287	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925289	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
AX925291	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925528	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925530	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925532	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
AX925534	ncbi-nuccore-aav-short	Adeno-associated virus 3B	DependoA	AAV3
AX925536	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
AX925538	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
AX925540	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
AX925542	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925544	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925546	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AX925548	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
AX925550	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
AY530553	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530554	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530555	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530556	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV9
AY530557	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
AY530558	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
AY530559	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
AY530560	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
AY530561	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
AY530562	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530563	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530564	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530565	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530566	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530567	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
AY530568	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
AY530569	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530570	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
AY530571	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
AY530572	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530573	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
AY530574	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530575	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530576	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
AY530577	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
